12-21 17:54:44.769   973  2606 I art     : Alloc sticky concurrent mark sweep GC freed 14810(691KB) AllocSpace objects, 7(140KB) LOS objects, 32% free, 31MB/47MB, paused 3.318ms total 24.835ms
12-21 17:54:44.769   973  1397 I art     : WaitForGcToComplete blocked for 378.019ms for cause Alloc
12-21 17:54:44.769   973  1397 I art     : Starting a blocking GC Alloc
12-21 17:54:44.769   973  3286 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.769   973  1604 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.769   973  2932 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.769   973  3017 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.769   973  3231 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.769   973  2161 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.770   973  1981 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.770   973  3304 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.770   973  2153 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.794   973  1397 I art     : Alloc sticky concurrent mark sweep GC freed 16384(650KB) AllocSpace objects, 6(120KB) LOS objects, 32% free, 32MB/47MB, paused 3.688ms total 24.790ms
12-21 17:54:44.794   973  3286 I art     : WaitForGcToComplete blocked for 403.009ms for cause Alloc
12-21 17:54:44.794   973  3286 I art     : Starting a blocking GC Alloc
12-21 17:54:44.794   973  1604 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.794   973  2932 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.794   973  3017 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.795   973  3231 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.795   973  2161 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.795   973  1981 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.795   973  3304 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.795   973  2153 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.825   973  3286 I art     : Alloc sticky concurrent mark sweep GC freed 19965(851KB) AllocSpace objects, 8(160KB) LOS objects, 31% free, 32MB/47MB, paused 3.657ms total 30.720ms
12-21 17:54:44.825   973  1604 I art     : WaitForGcToComplete blocked for 433.859ms for cause Alloc
12-21 17:54:44.826   973  1604 I art     : Starting a blocking GC Alloc
12-21 17:54:44.826   973  2932 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.826   973  3017 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.827   973  3231 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.827   973  2161 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.827   973  1981 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.827   973  3304 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.827   973  2153 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.863   973  1604 I art     : Alloc sticky concurrent mark sweep GC freed 31314(1340KB) AllocSpace objects, 10(200KB) LOS objects, 30% free, 32MB/47MB, paused 4.106ms total 37.396ms
12-21 17:54:44.863   973  2932 I art     : WaitForGcToComplete blocked for 471.643ms for cause Alloc
12-21 17:54:44.863   973  2932 I art     : Starting a blocking GC Alloc
12-21 17:54:44.865   973  3017 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.865   973  3231 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.865   973  2161 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.865   973  1981 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.865   973  3304 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.866   973  2153 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.920   973  2932 I art     : Alloc sticky concurrent mark sweep GC freed 38560(1691KB) AllocSpace objects, 15(300KB) LOS objects, 27% free, 34MB/47MB, paused 3.912ms total 55.701ms
12-21 17:54:44.920   973  3017 I art     : WaitForGcToComplete blocked for 527.466ms for cause Alloc
12-21 17:54:44.920   973  3017 I art     : Starting a blocking GC Alloc
12-21 17:54:44.921   973  3231 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.921   973  2161 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.922   973  1981 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.922   973  3304 I art     : Waiting for a blocking GC Alloc
12-21 17:54:44.922   973  2153 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.020   973  3017 I art     : Alloc sticky concurrent mark sweep GC freed 104351(4MB) AllocSpace objects, 39(780KB) LOS objects, 24% free, 35MB/47MB, paused 4.715ms total 99.540ms
12-21 17:54:45.020   973  3231 I art     : WaitForGcToComplete blocked for 627.236ms for cause Alloc
12-21 17:54:45.020   973  3231 I art     : Starting a blocking GC Alloc
12-21 17:54:45.020   973  2161 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.021   973  1981 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.021   973  3304 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.021   973  2153 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.241   973  3231 I art     : Alloc sticky concurrent mark sweep GC freed 224363(9MB) AllocSpace objects, 85(1700KB) LOS objects, 14% free, 40MB/47MB, paused 5.788ms total 217.688ms
12-21 17:54:45.241   973  2161 I art     : WaitForGcToComplete blocked for 848.472ms for cause Alloc
12-21 17:54:45.241   973  2161 I art     : Starting a blocking GC Alloc
12-21 17:54:45.243   973  1981 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.243   973  3304 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.243   973  2153 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.383   973  2161 I art     : Alloc sticky concurrent mark sweep GC freed 204951(8MB) AllocSpace objects, 76(1520KB) LOS objects, 15% free, 40MB/47MB, paused 4.529ms total 138.220ms
12-21 17:54:45.384   973  1981 I art     : WaitForGcToComplete blocked for 989.447ms for cause Alloc
12-21 17:54:45.384   973  1981 I art     : Starting a blocking GC Alloc
12-21 17:54:45.385   973  3304 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.385   973  2153 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.645   973  1981 I art     : Alloc sticky concurrent mark sweep GC freed 248238(10MB) AllocSpace objects, 94(1880KB) LOS objects, 2% free, 46MB/47MB, paused 5.945ms total 260.682ms
12-21 17:54:45.645   973  3304 I art     : WaitForGcToComplete blocked for 1.244s for cause Alloc
12-21 17:54:45.645   973  3304 I art     : Starting a blocking GC Alloc
12-21 17:54:45.645   973  2153 I art     : Waiting for a blocking GC Alloc
12-21 17:54:45.738   973  3282 I System.out: PANELS: PLUGINS/COM.BYLAZAR.LIMELIGHTPROXY: Proxying request to /status
12-21 17:54:45.957   973  3304 I art     : Alloc sticky concurrent mark sweep GC freed 359239(15MB) AllocSpace objects, 141(2MB) LOS objects, 0% free, 49MB/49MB, paused 5.864ms total 311.047ms
12-21 17:54:45.957   973  2153 I art     : WaitForGcToComplete blocked for 1.554s for cause Alloc
12-21 17:54:45.957   973  2153 I art     : Starting a blocking GC Alloc
12-21 17:54:46.421   973  2153 I art     : Alloc sticky concurrent mark sweep GC freed 464707(19MB) AllocSpace objects, 170(3MB) LOS objects, 0% free, 53MB/53MB, paused 5.446ms total 464.256ms
12-21 17:54:46.422   973   985 I art     : WaitForGcToComplete blocked for 1.038s for cause Background
12-21 17:54:46.423   973  1238 W art     : Long monitor contention with owner EventLoop (2153) at void com.qualcomm.robotcore.eventloop.EventLoopManager.refreshSystemTelemetry()(EventLoopManager.java:412) waiters=0 in void com.qualcomm.robotcore.eventloop.EventLoopManager.refreshSystemTelemetry() for 1.678s
12-21 17:54:46.433   973  1240 W art     : Long monitor contention with owner EventLoop (2153) at void com.qualcomm.robotcore.eventloop.EventLoopManager.refreshSystemTelemetry()(EventLoopManager.java:412) waiters=1 in void com.qualcomm.robotcore.eventloop.EventLoopManager.refreshSystemTelemetry() for 1.684s
12-21 17:54:46.930  1082  1082 I dnsmasq : DHCPREQUEST(wlan0) 192.168.43.249 00:c0:ca:ac:86:4e
12-21 17:54:46.930  1082  1082 I dnsmasq : DHCPACK(wlan0) 192.168.43.249 00:c0:ca:ac:86:4e pop-os
12-21 17:54:47.745   973  3282 I System.out: PANELS: PLUGINS/COM.BYLAZAR.LIMELIGHTPROXY: Proxying request to /status
